,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,0.0,0.01624345363663242,-0.004167578474054706,0.017886284734303187,0.0005056170714293956,0.004412274868850414,-0.0031178367348751665,0.016905257038003562,0.0009120471661981977,1.1085547122109733e-05,0.01331586504129518,0.017494547413051793,0.004729858314899789,-0.00712390662050588,0.01551339111253063,-0.0031232848154354445,0.0012794872113393596,0.0027626589002131873,0.0007942844380620406,0.0022100326268214895,0.008838931126173458,-0.0005196424950553218,-0.000919499198651913,0.006669880563534684
1,0.0,-0.006117564136500754,-0.0005626682722632948,0.004365098505119894,0.0049995133323782895,-0.0033087015189408766,0.007290039236125041,-0.004659373705408328,0.010912827332721104,-0.0028954406925019885,0.007152789743984055,-0.0028607299681629415,-0.006814258794394451,0.00753766378659703,0.0007918602460882155,0.003392847060461844,-0.015284734588258844,-0.018546280788065053,0.021902023574142216,-0.0034046500897838058,0.001958650220376449,-0.0011119605035442468,-0.014633506528116793,0.00025813081066273824
2,0.0,-0.005281717522634557,-0.02136196095668454,0.0009649746807200863,-0.00995908931106865,0.0243077118700778,0.00217820788076002,0.000328201636785844,-0.019469703090225464,-0.011160663030644143,-0.015454002921112682,-0.004845651322211443,0.0024243949669047796,-0.00044503078338053455,0.001739765284561698,-0.0015590853388271337,-0.00594467980004639,0.006239011113263563,-0.001348921466082706,-0.00577748541980522,0.0035753651588528667,0.010417967990841295,0.010817916791983248,-0.007776194131918179
3,1.3575,1.3467703137784381,1.3739027080840498,1.338865072966355,1.364435985082913,1.354979078703969,1.3485090820345285,1.361575162829965,1.3436365046776306,1.357371172432542,1.3574161615007148,1.3309668144073852,1.3404926436596165,1.3620181233874578,1.356776634338338,1.3524821032670225,1.3581633037374592,1.3689531128957209,1.3591051798245486,1.3534596844494577,1.334067380943598,1.3449326070593501,1.3551067483180241,1.3669863382249494
4,1.3575,1.3661540762932467,1.3395656441480512,1.354726117974856,1.3533169847997308,1.3585960984157817,1.3326321934837213,1.3496107697137425,1.3345350842579784,1.3537163853579208,1.3637133597389048,1.3574171537062705,1.365031428339492,1.37095101708451,1.337456705998278,1.3598556889172602,1.3451450512675935,1.3678719046822787,1.3619269784320407,1.3514671057306287,1.3466516741268266,1.3649538768149725,1.3525887086376156,1.364516717946475
5,1.3575,1.3344846130311971,1.3490825263434378,1.3539524102073102,1.3416542276488788,1.3733248111706156,1.3666325152123588,1.3575206557290593,1.3815983430334153,1.3526886463712309,1.350299144392811,1.354303686362357,1.3421527865979195,1.3628233788829454,1.3589467781319031,1.3398639474319578,1.351286313915373,1.376366389297816,1.363733914408616,1.3550614772139447,1.363096962894039,1.3403894623927233,1.347477279897051,1.3469891843609287
6,2.715,2.7324481176421647,2.7200288141715805,2.7141725851851755,2.708522932328781,2.7059076759514373,2.7262706372597183,2.7149910961414205,2.732278361685799,2.699826688212043,2.717655115856921,2.7096337063776526,2.7150512707813226,2.7285018789972253,2.699988313777029,2.704041379560553,2.706110522009389,2.7138830170987123,2.7250890348610435,2.725353437375168,2.7243946934985606,2.7129413561827573,2.7241882150299856,2.711324518838828
7,2.715,2.707387930991049,2.7025471191339276,2.7087299932317612,2.720985751739674,2.709083633420697,2.6998590677136978,2.6974527569365456,2.737045562845561,2.7100912801877826,2.7160854852571497,2.7181540266842568,2.713797723298438,2.723612113741693,2.7171110945095105,2.7041223425852206,2.7199890985554265,2.711378986616009,2.718942487905787,2.7208075341108584,2.705215189578813,2.7126542870879278,2.7039636789887673,2.7036254030927496
8,0.0,0.0031903909605709856,-0.010579522188623389,-0.0004381816897592824,0.0033225003260996437,0.0018760322583703548,0.01639291082937691,0.010176580056634932,0.00794827639348401,-0.002406805785026728,4.291430934033236e-05,0.004210507162554784,-0.008069818785729514,0.014786857374358966,-0.005582050553760761,-0.0030517005215449284,-0.007868971019808905,0.0014867504504524392,-0.003363867032016092,0.0025241373645007014,0.005030968401091914,0.011281440438104338,0.006264934563160779,-0.013221475225908594
9,4.0725,4.070006296245226,4.063409923850731,4.067727819696405,4.061025233670545,4.069201300422206,4.068201063969936,4.078504985159196,4.082264210964009,4.066020525397784,4.07075399789407,4.061843970195511,4.101218193949889,4.062046228694615,4.083345290648838,4.067762516280438,4.073687435637649,4.068122168474853,4.066040935371846,4.057874540470233,4.076564144688948,4.072373740483721,4.066884862194363,4.090222582783074
10,4.0725,4.0871210793704496,4.078014540445464,4.0593613524663725,4.078686696890268,4.060572353875782,4.098812805572638,4.066245710260332,4.060665728526669,4.078858910802468,4.076830261899536,4.063637603300445,4.066521770805936,4.064610109750484,4.07063710875976,4.070494054614774,4.064931368644669,4.094212569975066,4.080554577050397,4.057016586774855,4.075734610099156,4.066367997130868,4.0727885511832005,4.069025410089782
11,1.3575,1.3368985929050234,1.3804220801281495,1.3663462238049957,1.3566201307165973,1.3554512348941241,1.3635182224995586,1.3557845173880427,1.3766636361053548,1.3749011730528518,1.3695303737381221,1.352742665073166,1.3622245699353575,1.3448839405468092,1.3576466137479692,1.3610519677301463,1.362433669087719,1.3690231025062365,1.3616644283847383,1.360152727284548,1.352565891180911,1.371236884997604,1.3551923281229459,1.3642014016289714
12,2.715,2.711775827959865,2.715415393929984,2.7238131804220753,2.71925072396487,2.7114117105299873,2.7116411838505776,2.7200529937419673,2.7037667319944885,2.717966822177114,2.705349343294832,2.721896823102014,2.7259595611800855,2.7206284678528103,2.704244305305633,2.721895177232276,2.706605956867737,2.6968118766069717,2.7207461974881957,2.7149910379174242,2.7070798320922282,2.7311099197643833,2.7208775221450874,2.718222715203493
